,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,Character
3144,0.5,0.83,0.24,1.04,-3.97,-0.92,365,277,204,445,356,29
3145,0.49,0.82,0.24,-0.49,-2.08,-0.67,363,276,205,442,357,29
3146,0.51,0.83,0.25,-0.24,-2.62,-2.62,370,277,203,448,360,29
3147,0.51,0.83,0.26,-1.46,-2.2,-1.34,370,279,204,444,359,29
3148,0.52,0.83,0.25,-0.12,-3.6,-1.95,369,279,204,443,361,29
3149,0.51,0.82,0.25,1.16,-2.87,-3.05,366,281,202,441,359,29
3150,0.51,0.82,0.25,-1.16,-2.38,-1.65,370,276,217,442,359,29
3151,0.52,0.82,0.25,0.31,-3.3,-2.81,366,277,202,442,355,29
3152,0.52,0.82,0.25,-1.16,-2.56,-2.08,368,279,202,448,360,29
3153,0.51,0.83,0.26,1.04,-2.5,-2.56,368,281,204,442,358,29
3154,0.52,0.82,0.26,2.87,-2.26,-1.83,367,280,204,442,360,29
3155,0.52,0.82,0.25,1.1,-1.53,-3.17,365,278,207,444,360,29
3156,0.52,0.83,0.25,2.81,-5.07,-2.38,367,277,204,439,360,29
3157,0.51,0.82,0.26,1.59,-0.55,-3.23,365,279,203,437,354,29
3158,0.5,0.81,0.27,-0.73,-2.26,1.34,367,280,205,442,359,29
3159,0.52,0.82,0.27,-0.49,-1.83,-1.71,366,279,201,440,358,29
3160,0.51,0.82,0.27,0.98,-4.09,-3.17,368,278,204,445,360,29
3161,0.52,0.81,0.26,0.06,-3.11,-2.2,369,281,205,442,360,29
3162,0.52,0.82,0.26,0.06,-3.3,-2.01,365,284,205,445,358,29
3163,0.51,0.82,0.27,-0.43,-2.14,-2.08,367,278,206,441,355,29
3164,0.52,0.82,0.25,3.05,-2.87,-4.94,366,280,205,448,365,29
3165,0.51,0.82,0.25,2.01,-2.87,-1.89,365,276,201,437,361,29
3166,0.5,0.82,0.25,-0.55,-1.95,-2.93,369,281,203,442,360,29
3167,0.52,0.82,0.24,-0.12,-3.3,-1.77,371,278,202,443,359,29
3168,0.51,0.83,0.26,0.12,-3.23,-2.44,366,279,202,441,356,29
3169,0.52,0.83,0.24,0.0,-2.38,-2.75,370,278,204,437,357,29
3170,0.52,0.82,0.25,-0.18,-3.05,-0.79,367,279,203,443,359,29
3171,0.52,0.81,0.24,1.22,-3.78,-1.16,364,280,207,441,360,29
3172,0.51,0.83,0.24,1.46,-2.01,-2.69,369,283,205,442,362,29
3173,0.53,0.83,0.25,-0.61,-5.62,-0.37,365,279,219,438,361,29
3174,0.52,0.82,0.25,1.22,-1.34,-3.42,370,278,202,442,359,29
3175,0.51,0.83,0.25,-2.75,-3.72,-2.32,369,280,202,445,361,29
3176,0.53,0.8,0.25,0.0,-3.91,-1.34,367,278,202,436,359,29
3177,0.52,0.81,0.24,-1.4,-3.6,-1.28,368,279,201,451,357,29
3178,0.54,0.81,0.25,2.26,-3.05,-0.79,367,277,204,437,360,29
3179,0.52,0.8,0.25,-1.34,-1.65,-1.16,368,281,207,442,359,29
3180,0.53,0.82,0.27,1.04,-2.56,-2.38,368,281,202,443,359,29
3181,0.54,0.8,0.26,0.61,-2.01,-3.23,378,283,210,444,359,29
3182,0.53,0.81,0.27,0.61,-1.28,-2.62,365,278,202,446,360,29
3183,0.51,0.81,0.26,0.24,-3.17,-3.05,369,278,203,440,360,29
3184,0.52,0.8,0.26,-1.04,-3.6,-4.64,364,277,204,444,357,29
3185,0.52,0.81,0.27,0.18,-3.3,-2.81,369,282,206,442,362,29
3186,0.52,0.8,0.25,1.28,-4.46,-4.27,369,279,203,440,360,29
3187,0.52,0.81,0.26,0.12,-2.81,-1.89,366,280,203,442,361,29
3188,0.51,0.82,0.26,-1.83,-2.99,-2.81,368,281,204,443,360,29
3189,0.52,0.81,0.25,0.49,-3.05,-2.44,367,288,205,440,362,29
3190,0.53,0.83,0.29,-6.35,-2.87,2.01,368,279,204,440,360,29
3191,0.55,0.82,0.27,-2.38,-5.25,-1.83,367,282,202,445,360,29
3192,0.53,0.79,0.26,-1.28,-2.44,-3.97,368,278,207,435,360,29
3193,0.53,0.82,0.28,1.34,-1.53,2.38,368,279,207,443,361,29
3194,0.54,0.79,0.27,0.73,-3.66,-1.34,366,279,208,446,360,29
3195,0.53,0.8,0.28,2.01,-0.12,-4.03,371,278,219,442,359,29
3196,0.53,0.76,0.27,-3.78,-6.47,-3.85,368,281,207,441,359,29
3197,0.52,0.77,0.28,-1.28,-5.92,-4.21,367,278,206,440,358,29
3198,0.52,0.79,0.28,-1.65,-2.75,-2.69,370,278,203,439,361,29
3199,0.54,0.79,0.29,0.67,-3.36,-1.1,370,279,209,441,356,29
3200,0.55,0.8,0.29,0.61,-3.54,-2.2,370,279,203,441,360,29
3201,0.56,0.8,0.28,2.99,-3.48,-3.66,370,281,217,436,356,29
3202,0.53,0.8,0.28,2.2,-2.99,-4.09,368,277,204,443,359,29
3203,0.56,0.79,0.26,0.55,-4.58,-1.89,369,276,205,439,359,29
3204,0.55,0.78,0.29,-1.4,-3.48,0.79,370,279,204,441,358,29
3205,0.54,0.77,0.28,-3.97,-4.52,-3.05,368,279,206,445,360,29
3206,0.53,0.78,0.28,4.52,-0.85,-6.29,370,278,208,439,359,29
3207,0.54,0.8,0.29,-1.4,-2.62,-3.23,372,280,206,445,364,29
3208,0.55,0.8,0.28,1.89,-3.05,-3.85,367,279,202,440,360,29
3209,0.56,0.82,0.27,4.39,-1.22,-3.66,368,281,206,440,363,29
3210,0.55,0.81,0.28,1.77,-4.64,-4.58,368,282,201,440,354,29
3211,0.56,0.81,0.26,4.33,-3.42,-1.71,370,280,206,442,358,29
3212,0.55,0.81,0.27,1.89,-3.72,-6.23,369,280,203,444,361,29
3213,0.53,0.79,0.27,-2.01,-4.21,-2.5,369,279,207,441,361,29
3214,0.52,0.81,0.27,-3.17,-2.38,-2.2,367,280,203,441,362,29
3215,0.55,0.79,0.29,2.56,-2.5,-2.26,369,281,203,442,362,29
3216,0.54,0.8,0.29,1.16,-2.01,-3.23,369,278,206,441,360,29
3217,0.55,0.79,0.26,1.65,-3.78,-0.61,369,278,203,441,360,29
3218,0.53,0.79,0.27,1.04,0.31,-4.52,368,279,204,439,358,29
3219,0.54,0.81,0.26,1.53,-3.6,-0.18,371,282,207,442,358,29
3220,0.54,0.8,0.27,-0.85,-2.32,-1.28,370,280,207,442,362,29
3221,0.56,0.79,0.26,1.83,-5.19,-1.71,369,279,206,442,359,29
3222,0.55,0.8,0.26,0.98,-4.27,-2.5,371,279,218,442,362,29
3223,0.55,0.79,0.26,-0.61,-3.54,-3.05,371,282,206,436,356,29
3224,0.54,0.79,0.27,-3.54,-2.5,-0.73,368,278,204,441,359,29
3225,0.55,0.8,0.26,0.31,-3.85,-1.95,368,276,205,436,359,29
3226,0.54,0.8,0.27,-1.77,-1.65,-2.32,369,279,201,440,360,29
3227,0.53,0.8,0.27,1.46,-2.2,-2.93,372,280,204,436,360,29
3228,0.55,0.79,0.27,0.18,-1.4,-2.75,370,282,203,439,359,29
3229,0.55,0.8,0.27,-0.24,-2.32,-1.22,369,285,204,445,356,29
3230,0.55,0.78,0.28,2.2,-3.05,-2.75,368,281,208,445,361,29
3231,0.55,0.79,0.27,1.71,-3.3,-3.54,369,279,204,442,361,29
3232,0.54,0.8,0.27,1.4,-4.39,-5.31,368,281,204,442,360,29
3233,0.56,0.82,0.28,3.78,-2.26,-2.14,369,281,207,441,360,29
3234,0.55,0.8,0.26,0.24,-4.33,-3.6,369,278,204,440,360,29
3235,0.54,0.81,0.27,-2.14,-3.66,-6.71,367,285,204,442,361,29
3236,0.54,0.81,0.28,-2.01,-2.75,-0.31,370,280,201,436,356,29
3237,0.56,0.81,0.28,0.73,-4.76,-3.78,367,288,203,439,360,29
3238,0.55,0.8,0.29,-1.1,-1.28,-2.38,370,276,205,445,357,29
3239,0.54,0.8,0.28,3.05,-4.03,1.04,367,279,213,441,362,29
3240,0.56,0.78,0.27,-0.43,-3.36,-1.65,368,281,201,445,356,29
3241,0.55,0.78,0.28,0.43,-1.95,-4.09,371,284,209,443,356,29
3242,0.55,0.79,0.27,0.37,-2.75,-2.44,368,282,209,445,360,29
3243,0.55,0.79,0.29,1.04,-3.97,-2.75,372,275,204,442,358,29
3244,0.56,0.78,0.28,1.28,-4.15,-2.62,368,277,204,441,362,29
3245,0.55,0.79,0.29,0.18,-2.38,-2.56,368,281,209,444,361,29
3246,0.55,0.79,0.28,-0.31,-3.17,-4.58,370,282,207,437,358,29
3247,0.56,0.79,0.26,1.83,-3.3,-2.14,368,277,206,441,362,29
3248,0.55,0.79,0.28,0.12,-3.72,-2.38,366,282,203,442,362,29
3249,0.56,0.78,0.27,-1.77,-2.32,-2.99,367,282,207,439,360,29
3250,0.55,0.79,0.27,1.71,-2.93,-1.83,367,279,203,441,361,29
3251,0.55,0.78,0.27,-0.61,-2.5,-2.81,368,281,204,438,360,29
3252,0.55,0.78,0.27,1.16,-3.78,-3.3,375,279,205,444,357,29
3253,0.54,0.8,0.28,1.59,-3.3,-0.67,368,278,204,437,357,29
3254,0.55,0.79,0.27,1.53,-2.26,-2.14,368,280,203,442,361,29
3255,0.55,0.8,0.26,1.77,-2.26,-3.17,368,280,204,442,361,29
3256,0.56,0.8,0.26,-1.4,-1.71,-3.6,365,281,203,442,361,29
3257,0.56,0.8,0.26,-0.12,-3.42,-2.01,370,282,205,442,362,29
3258,0.56,0.81,0.27,1.22,-2.2,-4.03,369,280,207,441,361,29
3259,0.56,0.8,0.26,2.14,-3.42,-1.83,370,279,207,442,357,29
3260,0.55,0.8,0.25,-0.43,-3.23,-2.99,369,279,203,435,359,29
3261,0.56,0.78,0.26,-2.69,-3.66,-2.69,370,279,207,441,361,29
3262,0.55,0.79,0.26,0.61,-2.01,-1.77,371,275,203,444,360,29
3263,0.55,0.79,0.27,-0.06,-2.87,-3.54,365,279,204,444,364,29
3264,0.55,0.8,0.26,1.53,-2.87,-2.44,366,280,203,445,364,29
3265,0.55,0.8,0.27,0.24,-3.48,-2.81,368,280,211,442,359,29
3266,0.54,0.8,0.28,-0.18,-2.5,-1.71,368,280,207,443,362,29
3267,0.54,0.79,0.28,-0.49,-2.62,-1.65,367,281,207,440,361,29
3268,0.54,0.79,0.28,-2.26,-2.69,-1.83,371,279,202,444,362,29
3269,0.55,0.78,0.28,-0.73,-2.38,-2.08,368,280,206,442,361,29
3270,0.55,0.79,0.29,-0.79,-2.44,-3.3,365,282,206,442,362,29
3271,0.55,0.78,0.28,-0.37,-3.11,-2.93,369,280,207,442,363,29
3272,0.54,0.79,0.28,1.4,-3.17,-2.2,374,281,205,438,361,29
3273,0.54,0.79,0.29,-0.37,-1.65,-2.93,371,282,207,436,357,29
3274,0.55,0.79,0.28,1.16,-2.14,-2.75,369,280,207,440,363,29
3275,0.55,0.8,0.28,1.4,-3.48,-2.99,371,279,208,445,360,29
3276,0.54,0.79,0.28,-0.12,-2.93,-2.56,367,279,205,444,360,29
3277,0.55,0.79,0.28,0.98,-4.88,-1.28,370,280,208,441,362,29
3278,0.53,0.78,0.28,-0.06,-2.32,-2.62,369,282,205,440,362,29
3279,0.54,0.8,0.28,-0.73,-1.34,-2.44,371,279,207,445,363,29
3280,0.55,0.8,0.29,0.73,-3.11,-2.62,366,282,203,440,359,29
3281,0.54,0.79,0.28,-0.49,-2.01,-3.6,367,280,206,441,360,29
3282,0.54,0.8,0.28,-1.16,-2.44,-2.93,369,281,207,442,361,29
3283,0.54,0.8,0.29,0.67,-1.83,-1.53,369,280,205,446,362,29
3284,0.56,0.8,0.29,-0.92,-3.23,-1.65,365,278,203,440,362,29
3285,0.55,0.79,0.28,-0.24,-2.14,-2.93,371,279,205,443,361,29
3286,0.54,0.78,0.3,1.34,-3.48,-2.32,382,282,204,443,361,29
3287,0.55,0.79,0.29,1.22,-2.69,-2.62,366,285,206,442,361,29
3288,0.55,0.79,0.29,-0.24,-3.11,-2.2,368,281,204,442,363,29
3289,0.57,0.79,0.3,1.34,-1.83,-1.95,368,284,204,445,362,29
3290,0.56,0.79,0.3,0.37,-3.42,-2.93,372,279,206,438,363,29
3291,0.54,0.77,0.3,-2.32,-4.15,-2.99,373,280,206,440,362,29
3292,0.55,0.79,0.31,-0.24,-1.89,-1.53,369,283,203,440,361,29
3293,0.55,0.77,0.31,-0.67,-2.5,-0.73,370,283,208,442,361,29
3294,0.57,0.78,0.3,0.18,-2.93,-2.2,367,282,205,440,362,29
3295,0.55,0.77,0.32,-0.79,-3.11,-2.08,367,279,203,438,361,29
3296,0.58,0.79,0.3,0.73,-2.2,-3.23,366,281,205,441,361,29
3297,0.56,0.78,0.3,-3.36,-3.78,-3.72,370,281,208,441,360,29
3298,0.53,0.75,0.34,1.4,2.26,-12.88,369,282,205,441,362,29
3299,0.49,0.82,0.37,0.37,0.85,-6.1,371,286,207,444,364,29
3300,0.37,0.77,0.45,5.74,-3.42,4.09,369,279,206,445,359,29
3301,0.41,0.88,0.38,-0.85,0.06,-11.9,369,280,203,442,362,29
3302,0.41,0.8,0.38,-4.64,-2.81,-6.16,369,282,208,441,362,29
3303,0.42,0.79,0.41,1.28,-1.04,-2.08,370,281,206,443,365,29
3304,0.4,0.85,0.44,-0.43,-0.06,0.0,369,280,205,445,364,29
3305,0.36,0.78,0.43,-1.77,0.98,-3.11,372,280,209,445,363,29
3306,0.39,0.84,0.48,-1.89,-1.1,-11.41,368,280,208,436,363,29
3307,0.39,0.79,0.43,0.06,-4.76,-11.6,368,279,210,443,363,29
3308,0.38,0.82,0.47,0.49,-1.59,-3.05,366,279,208,437,363,29
3309,0.36,0.82,0.44,0.92,-4.15,-1.46,368,282,205,439,361,29
3310,0.4,0.8,0.41,0.98,-6.53,-2.5,375,292,207,440,361,29
3311,0.38,0.82,0.41,3.78,-1.83,-1.34,367,279,201,443,362,29
3312,0.41,0.81,0.41,3.54,-2.62,-2.5,368,281,202,442,363,29
3313,0.4,0.81,0.4,0.67,-3.05,-0.85,366,280,204,444,363,29
3314,0.37,0.82,0.4,4.58,-1.22,1.22,372,283,203,444,361,29
3315,0.41,0.84,0.39,0.31,-0.37,-0.98,367,283,204,444,364,29
3316,0.42,0.8,0.38,-0.06,-4.7,-2.01,369,282,206,441,363,29
3317,0.42,0.83,0.37,-2.32,-3.48,-2.01,367,281,202,442,362,29
3318,0.42,0.89,0.37,-5.25,0.49,0.85,369,282,206,438,360,29
3319,0.44,0.87,0.37,-1.28,-1.16,0.06,364,281,205,442,362,29
3320,0.44,0.84,0.39,-0.12,-2.32,-5.37,396,281,202,436,366,29
3321,0.42,0.83,0.38,-1.04,-2.14,0.92,369,282,204,444,375,29
3322,0.44,0.79,0.38,-0.61,-2.56,-2.01,366,294,207,441,365,29
3323,0.45,0.81,0.38,0.37,-3.97,-2.38,371,283,205,445,361,29
3324,0.45,0.81,0.39,-0.24,-1.59,-2.5,371,283,206,441,363,29
3325,0.44,0.8,0.38,-2.26,-3.6,-2.08,368,282,204,442,364,29
3326,0.45,0.81,0.38,-0.24,-2.99,-1.71,370,282,204,442,361,29
3327,0.45,0.81,0.37,-0.49,-3.11,-1.34,367,281,204,445,360,29
3328,0.43,0.81,0.39,-1.1,-3.78,-0.73,371,278,205,441,362,29
3329,0.48,0.8,0.39,-15.44,-4.15,-5.74,365,280,205,441,364,29
3330,0.44,0.82,0.39,1.83,-1.46,-1.53,369,282,203,441,360,29
3331,0.45,0.82,0.39,-3.11,-2.69,-3.91,369,282,203,437,366,29
3332,0.46,0.81,0.38,-1.89,-3.54,-1.1,368,282,205,440,360,29
3333,0.47,0.8,0.38,-0.31,-3.97,-2.56,366,280,205,440,363,29
3334,0.47,0.8,0.4,3.36,-1.28,-2.56,366,284,203,442,360,29
3335,0.47,0.82,0.4,3.36,-3.36,-2.87,367,281,205,445,364,29
3336,0.45,0.82,0.38,0.12,-4.58,-1.65,365,283,204,445,366,29
3337,0.47,0.82,0.36,0.73,-4.76,-5.62,369,281,205,435,364,29
3338,0.44,0.8,0.37,2.5,-0.31,-4.09,365,284,204,442,366,29
3339,0.46,0.83,0.39,-0.12,-4.64,-5.92,365,283,205,440,366,29
3340,0.47,0.81,0.33,-1.46,-2.38,-2.44,366,282,205,441,364,29
3341,0.45,0.78,0.35,-3.17,-5.13,-0.92,367,282,208,444,359,29
3342,0.46,0.82,0.36,0.49,-3.42,0.85,368,281,205,436,364,29
3343,0.44,0.77,0.38,-2.2,-0.49,-4.94,365,281,207,440,362,29
3344,0.46,0.82,0.39,2.87,2.14,-3.23,367,281,207,444,366,29
3345,0.45,0.8,0.4,-2.08,-2.44,-0.67,363,283,207,443,366,29
3346,0.47,0.81,0.4,-0.92,-4.33,0.67,363,287,207,448,364,29
3347,0.47,0.81,0.38,0.92,-1.89,0.12,365,283,206,446,366,29
3348,0.49,0.8,0.34,7.32,-3.42,-1.34,364,281,205,442,367,29
3349,0.46,0.8,0.37,-1.46,-4.46,-1.83,366,277,204,437,362,29
3350,0.47,0.82,0.39,-0.98,-1.34,-3.36,364,284,202,441,357,29
3351,0.45,0.83,0.39,-1.4,-2.5,-1.71,363,280,208,443,361,29
3352,0.46,0.82,0.38,-0.18,-3.97,-2.56,362,281,208,438,364,29
3353,0.47,0.8,0.37,-1.53,-3.6,-2.81,361,281,204,441,360,29
3354,0.49,0.79,0.36,0.12,-3.23,-2.69,362,284,211,441,364,29
3355,0.45,0.81,0.4,-3.36,-0.43,-4.46,361,281,205,445,366,29
3356,0.47,0.79,0.37,0.43,-4.64,-2.32,360,285,207,440,365,29
3357,0.47,0.81,0.37,2.44,-3.17,-1.65,362,281,208,436,360,29
3358,0.45,0.79,0.37,-2.08,-5.49,-0.79,360,282,207,444,360,29
3359,0.47,0.82,0.38,-1.34,-4.15,-5.49,360,284,204,445,370,29
3360,0.45,0.8,0.39,-0.49,-4.33,-1.83,361,284,206,440,360,29
3361,0.45,0.83,0.37,-0.49,-3.3,-4.21,365,283,206,443,367,29
3362,0.5,0.87,0.39,13.18,-9.52,9.83,356,281,206,440,364,29
3363,0.45,0.86,0.39,29.6,-1.83,-23.19,362,281,207,442,359,29
3364,0.42,0.82,0.33,7.45,-5.43,-0.98,359,283,208,437,362,29
3365,0.41,0.8,0.28,3.23,-1.1,-0.79,362,282,206,443,365,29
3366,0.48,0.87,0.24,8.42,-9.77,-0.37,363,283,203,446,363,29
3367,0.5,0.88,0.22,1.16,-1.59,1.16,363,281,208,438,363,29
3368,0.48,0.81,0.25,-2.44,-5.8,-3.05,364,279,207,443,365,29
3369,0.51,0.88,0.21,3.42,-1.04,0.49,362,281,205,432,366,29
3370,0.49,0.81,0.2,-3.85,-4.94,1.1,364,279,207,442,364,29
3371,0.57,0.81,0.24,5.43,1.46,3.78,363,278,205,445,363,29
3372,0.53,0.78,0.26,-0.49,0.98,-4.21,363,281,204,436,364,29
3373,0.53,0.78,0.25,7.75,4.03,2.93,357,277,205,440,365,29
3374,0.58,0.78,0.23,1.77,-3.11,2.01,361,280,205,445,364,29
3375,0.58,0.79,0.21,3.11,-1.83,-5.0,362,280,206,444,366,29
3376,0.55,0.79,0.22,0.18,-5.31,-6.35,363,279,201,444,362,29
3377,0.55,0.8,0.22,0.31,-2.32,-3.97,361,281,206,441,364,29
3378,0.53,0.8,0.23,-1.89,-2.69,-4.03,361,280,205,443,366,29
3379,0.53,0.81,0.25,-2.08,-2.44,-1.28,358,278,205,441,364,29
3380,0.54,0.79,0.24,0.92,-4.15,-0.55,363,284,208,440,371,29
3381,0.55,0.79,0.25,-0.61,-2.62,-1.34,361,283,205,443,364,29
3382,0.58,0.75,0.24,-11.6,-4.58,1.34,362,280,208,442,361,29
3383,0.56,0.8,0.28,0.37,-3.05,-4.52,360,286,209,445,363,29
3384,0.57,0.79,0.25,1.34,-3.23,-3.85,361,284,207,441,363,29
3385,0.58,0.8,0.26,2.75,-2.44,-1.83,366,283,220,444,365,29
3386,0.57,0.8,0.25,1.22,-2.14,-3.17,360,282,210,442,364,29
3387,0.54,0.79,0.27,0.92,-2.2,-3.66,360,284,204,442,367,29
3388,0.55,0.8,0.26,0.43,-2.99,-2.38,361,283,207,442,362,29
3389,0.55,0.79,0.25,0.12,-4.64,-1.83,359,296,206,445,363,29
3390,0.56,0.79,0.24,0.79,-3.17,-3.54,361,284,201,443,363,29
3391,0.55,0.8,0.25,-0.12,-2.69,-2.5,360,282,209,441,364,29
3392,0.57,0.8,0.25,2.01,-3.66,-2.56,362,282,209,442,364,29
3393,0.55,0.79,0.25,0.18,-2.2,-1.65,362,281,207,445,364,29
3394,0.57,0.8,0.25,-0.98,-2.26,-2.75,359,284,206,442,365,29
3395,0.56,0.79,0.26,-0.98,-1.22,-2.75,356,283,206,440,365,29
3396,0.57,0.79,0.26,2.93,-3.36,-2.62,359,281,204,443,364,29
3397,0.56,0.78,0.25,1.46,-2.93,-1.95,359,282,206,441,367,29
3398,0.56,0.78,0.25,-0.67,-2.38,-2.93,359,280,206,440,365,29
3399,0.57,0.78,0.25,0.18,-1.77,-1.83,360,283,208,441,366,29
3400,0.57,0.78,0.25,0.37,-2.26,-3.23,362,279,209,442,364,29
3401,0.57,0.79,0.25,0.12,-2.44,-2.56,358,282,207,444,365,29
3402,0.56,0.79,0.25,-0.12,-2.5,-2.14,361,283,210,447,365,29
3403,0.56,0.78,0.26,-0.79,-2.75,-2.38,361,281,208,441,366,29
3404,0.58,0.77,0.25,-0.43,-1.89,-1.95,360,281,203,442,368,29
3405,0.59,0.78,0.27,-2.62,-3.78,-2.32,360,281,214,441,361,29
3406,0.58,0.77,0.28,-2.93,-1.77,-3.17,360,284,202,443,362,29
3407,0.56,0.75,0.29,-0.92,-5.25,-4.88,360,285,206,441,362,29
3408,0.58,0.75,0.29,-1.71,-4.33,-2.01,359,282,206,444,362,29
3409,0.56,0.76,0.3,0.0,-3.66,-2.01,381,283,207,442,363,29
3410,0.58,0.74,0.29,-0.31,-3.91,-2.32,364,281,207,443,363,29
3411,0.57,0.76,0.3,-1.46,-2.2,-3.3,359,298,209,441,363,29
3412,0.59,0.76,0.29,2.32,-5.07,-5.92,360,281,206,442,365,29
3413,0.56,0.78,0.28,7.02,1.59,-8.18,361,282,208,440,359,29
3414,0.54,0.82,0.28,-5.98,2.93,-12.39,358,281,204,444,360,29
3415,0.54,0.83,0.29,2.87,-8.12,-6.96,361,281,219,441,362,29
3416,0.46,0.85,0.27,3.36,1.89,-9.89,359,282,212,434,363,29
3417,0.49,0.85,0.26,1.77,-2.38,-0.06,357,281,206,438,363,29
3418,0.49,0.85,0.26,-1.04,-1.89,-3.66,359,284,206,444,364,29
3419,0.46,0.85,0.26,-0.24,-2.99,-3.6,359,281,205,442,366,29
3420,0.46,0.86,0.27,0.61,-2.93,-0.55,361,280,203,443,360,29
3421,0.46,0.84,0.26,1.83,-3.11,-0.24,359,284,206,439,366,29
3422,0.46,0.84,0.26,0.31,-2.5,-2.87,358,284,209,438,364,29
3423,0.46,0.84,0.28,-2.08,-2.75,-2.5,368,284,206,438,365,29
3424,0.47,0.84,0.27,2.14,-3.17,-2.99,359,281,204,440,364,29
3425,0.48,0.85,0.26,3.17,-4.88,-3.17,357,281,206,444,365,29
3426,0.48,0.84,0.27,-0.37,-1.53,-3.17,359,284,208,446,363,29
3427,0.48,0.85,0.25,2.93,-0.79,-5.62,359,283,208,445,365,29
3428,0.47,0.84,0.25,1.71,-1.83,-2.56,358,276,211,440,362,29
3429,0.47,0.85,0.26,-0.92,-4.09,-2.26,359,284,206,445,365,29
3430,0.48,0.83,0.27,0.06,-2.32,-2.14,358,284,207,437,361,29
3431,0.49,0.85,0.26,0.31,-2.44,-5.55,360,281,204,441,363,29
3432,0.48,0.85,0.26,3.48,-6.9,-2.93,357,284,207,445,364,29
3433,0.48,0.84,0.25,0.85,-3.36,-2.44,358,283,206,446,363,29
3434,0.46,0.83,0.25,1.53,-2.69,-2.26,361,288,209,441,366,29
3435,0.47,0.86,0.25,0.73,-5.43,-3.6,358,278,206,443,359,29
3436,0.43,0.87,0.25,-0.31,-4.7,-1.4,357,280,205,442,361,29
3437,0.44,0.86,0.24,-0.61,-3.17,1.04,360,282,215,441,363,29
3438,0.47,0.85,0.24,-2.08,-6.47,1.34,360,281,205,442,361,29
3439,0.49,0.84,0.24,-0.31,-0.31,0.24,366,282,205,441,363,29
3440,0.5,0.79,0.23,-0.92,-5.86,-1.59,359,282,206,442,359,29
3441,0.54,0.82,0.23,0.49,-2.62,-1.59,358,287,209,441,359,29
3442,0.51,0.83,0.22,-0.67,-5.13,-3.72,358,281,207,439,360,29
3443,0.5,0.84,0.21,0.67,-4.27,-8.54,360,281,208,446,361,29
3444,0.46,0.87,0.21,1.77,-1.1,-7.75,358,281,208,443,362,29
3445,0.43,0.86,0.22,-0.55,-2.44,2.56,359,284,207,442,364,29
3446,0.47,0.84,0.21,0.31,-4.27,1.95,357,283,206,441,366,29
3447,0.47,0.84,0.21,-0.12,-1.89,-1.59,353,282,206,443,363,29
3448,0.52,0.84,0.23,2.14,-4.7,-5.49,356,281,207,441,362,29
3449,0.51,0.82,0.21,-2.69,-3.78,-0.67,358,282,206,445,365,29
3450,0.5,0.85,0.23,3.6,-3.48,-5.55,356,281,208,445,365,29
3451,0.49,0.85,0.22,0.18,-1.22,-1.95,357,282,207,440,363,29
3452,0.48,0.83,0.23,-0.31,-4.94,-4.27,359,285,205,446,361,29
3453,0.5,0.84,0.23,2.32,-3.85,-1.71,360,280,209,447,363,29
3454,0.5,0.84,0.23,-0.43,-2.93,-2.56,357,281,211,444,365,29
3455,0.5,0.83,0.25,-1.28,-3.11,-1.46,360,282,206,438,365,29
3456,0.5,0.82,0.25,-2.26,0.31,-1.04,360,281,213,440,363,29
3457,0.53,0.82,0.25,-0.43,-5.74,-2.32,361,284,205,440,359,29
3458,0.51,0.82,0.25,-1.53,-2.5,-1.65,356,282,220,441,362,29
3459,0.53,0.82,0.25,-1.28,-2.44,-3.42,351,280,208,440,365,29
3460,0.5,0.81,0.25,-1.16,-2.26,-0.06,359,281,206,441,364,29
3461,0.52,0.82,0.24,0.18,-3.05,-0.98,359,283,205,441,360,29
3462,0.53,0.82,0.25,0.24,-3.11,-3.05,353,284,206,444,363,29
3463,0.52,0.81,0.25,1.71,-3.3,-2.62,357,285,210,444,364,29
3464,0.52,0.79,0.24,2.14,-3.05,-3.23,362,284,206,442,364,29
3465,0.51,0.82,0.24,1.59,-3.23,-2.62,355,294,207,438,363,29
3466,0.51,0.82,0.24,2.2,-3.48,-2.32,357,279,206,448,365,29
3467,0.52,0.83,0.24,0.73,-5.19,-2.93,355,283,206,440,360,29
3468,0.51,0.82,0.25,0.79,0.61,-2.56,357,281,208,440,364,29
3469,0.51,0.82,0.24,-0.12,-3.66,-2.38,358,281,208,441,365,29
3470,0.52,0.83,0.25,-1.16,-3.17,-2.69,357,294,205,442,363,29
3471,0.51,0.81,0.25,-0.18,-2.87,-1.65,357,282,204,441,366,29
3472,0.52,0.82,0.25,-0.37,-2.87,-2.69,358,283,208,443,363,29
3473,0.52,0.82,0.25,0.12,-2.62,-3.3,360,281,208,443,367,29
3474,0.52,0.82,0.26,0.18,-2.26,-1.4,358,283,208,445,362,29
3475,0.52,0.81,0.25,0.37,-2.93,-2.01,361,281,209,443,366,29
3476,0.52,0.82,0.26,0.43,-2.44,-2.93,364,280,203,438,363,29
3477,0.51,0.82,0.26,1.1,-3.11,-2.99,359,283,206,439,365,29
3478,0.51,0.82,0.25,-0.12,-1.83,-3.3,357,281,209,442,362,29
3479,0.52,0.82,0.25,3.05,-2.44,-3.78,359,283,205,445,361,29
3480,0.51,0.83,0.27,-0.06,-1.83,-2.08,356,283,203,443,363,29
