,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,number
295,0.21,0.78,0.59,-1.89,-5.49,-1.71,223,272,215,463,345,20
296,0.25,0.75,0.64,2.38,-15.56,-9.77,221,271,214,462,346,20
297,0.3,0.81,0.64,0.55,6.04,-6.23,224,272,216,463,344,20
298,0.21,0.77,0.62,-0.18,-1.59,-3.36,223,270,216,459,344,20
299,0.27,0.75,0.63,3.23,5.43,-6.41,222,270,217,459,341,20
300,0.13,0.77,0.62,-2.99,1.83,-0.92,220,268,215,459,340,20
301,0.24,0.75,0.63,0.98,-0.24,-5.74,220,270,215,464,345,20
302,0.34,0.71,0.55,25.82,-52.12,62.99,222,273,217,466,345,20
303,0.38,0.74,0.53,2.08,-8.12,6.29,219,272,216,465,346,20
304,0.35,0.78,0.53,-1.53,-4.09,-10.74,220,271,216,460,344,20
305,0.37,0.78,0.54,0.73,-4.27,-1.83,233,270,213,463,344,20
306,0.35,0.77,0.54,0.31,1.04,-3.11,220,270,215,465,346,20
307,0.32,0.79,0.53,2.87,-2.81,0.73,220,273,219,467,345,20
308,0.31,0.83,0.58,0.67,2.69,-9.03,220,270,217,463,342,20
309,0.27,0.81,0.58,-1.65,-1.95,-4.21,223,268,217,464,344,20
310,0.26,0.79,0.56,0.18,-4.94,-4.46,222,270,215,465,347,20
311,0.25,0.79,0.55,-4.33,7.69,-12.76,220,271,215,466,344,20
312,0.2,0.79,0.58,-2.93,10.86,-19.17,223,273,217,463,343,20
313,0.22,0.73,0.57,0.55,-6.96,2.56,223,272,218,458,346,20
314,0.25,0.82,0.55,3.66,-3.54,-1.46,224,273,218,467,342,20
315,0.28,0.82,0.56,3.97,-6.77,-0.49,221,271,217,463,345,20
316,0.26,0.78,0.56,1.46,-2.38,-2.81,221,273,217,463,343,20
317,0.26,0.8,0.56,0.79,-3.11,-4.88,223,270,214,464,345,20
318,0.26,0.79,0.55,0.55,-2.87,-1.83,217,270,215,458,341,20
319,0.26,0.79,0.55,1.4,-3.05,-1.89,219,271,216,467,346,20
320,0.25,0.79,0.56,0.55,-3.6,-2.44,221,271,215,464,342,20
321,0.24,0.8,0.55,0.31,-2.87,-1.1,223,271,216,458,348,20
322,0.24,0.83,0.55,-1.34,-2.75,-2.75,220,273,217,461,344,20
323,0.24,0.8,0.56,-1.16,0.24,-3.48,218,273,218,468,344,20
324,0.26,0.78,0.55,-1.83,-3.11,-5.37,222,273,215,463,345,20
325,0.27,0.79,0.55,0.55,-4.52,-1.28,225,272,215,467,343,20
326,0.28,0.81,0.55,1.28,-4.76,-4.52,225,273,213,467,340,20
327,0.26,0.79,0.55,0.55,-1.53,-2.81,220,271,213,461,341,20
328,0.27,0.82,0.54,2.26,-5.68,-1.71,223,271,218,460,346,20
329,0.29,0.8,0.53,0.85,-1.95,-2.81,223,273,222,458,345,20
330,0.29,0.81,0.53,0.98,-1.83,-2.81,223,271,214,462,344,20
331,0.27,0.81,0.54,-0.85,-0.43,-4.46,218,272,212,462,340,20
332,0.27,0.81,0.55,0.43,-1.65,-3.23,223,273,218,467,345,20
333,0.25,0.81,0.54,0.43,-1.89,-3.78,224,269,216,466,345,20
334,0.26,0.81,0.54,0.18,-1.89,-1.77,218,267,219,464,343,20
335,0.26,0.82,0.54,-0.18,0.18,-3.23,224,270,219,459,342,20
336,0.23,0.82,0.55,0.06,-2.69,-2.01,223,270,216,462,343,20
337,0.25,0.81,0.55,-0.12,-3.78,-2.2,223,270,215,459,343,20
338,0.21,0.81,0.55,-0.92,-1.22,-2.93,223,271,218,467,342,20
339,0.24,0.79,0.56,-3.42,0.98,-10.93,223,270,216,459,341,20
340,0.21,0.82,0.57,-0.06,-1.04,-0.61,228,269,217,479,343,20
341,0.17,0.82,0.56,0.24,-4.03,-1.59,221,272,213,464,344,20
342,0.23,0.79,0.55,0.24,-5.98,-2.38,220,272,216,459,345,20
343,0.26,0.83,0.55,1.89,-4.21,-1.4,219,268,218,468,344,20
